,,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,TeslaLocation
"300 112th Ave SE Bellevue, WA 98004",44,DD4xrGrotcaYYFkGr-zBVg,sandwich-house-tres-bellevue,Sandwich House TRES,https://s3-media2.fl.yelpcdn.com/bphoto/7OpkopOohlM8CCK-0tO0kw/o.jpg,False,https://www.yelp.com/biz/sandwich-house-tres-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,466,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 47.59705, 'longitude': -122.1501}","['delivery', 'pickup']",$,"{'address1': '1502 145th Pl SE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98007', 'country': 'US', 'state': 'WA', 'display_address': ['1502 145th Pl SE', 'Bellevue, WA 98007']}",+14256437333,(425) 643-7333,3195.5100814573207,"300 112th Ave SE Bellevue, WA 98004"
"300 112th Ave SE Bellevue, WA 98004",45,InGIjsn1Vq3UU98B2ngxow,lucky-strike-bellevue-bellevue-3,Lucky Strike - Bellevue,https://s3-media3.fl.yelpcdn.com/bphoto/NyvL1853Vbp98Dm30dLpag/o.jpg,False,https://www.yelp.com/biz/lucky-strike-bellevue-bellevue-3?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,465,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 47.6167, 'longitude': -122.200604}",['delivery'],$$,"{'address1': '700 Bellevue Way NE', 'address2': 'Ste 250', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['700 Bellevue Way NE', 'Ste 250', 'Bellevue, WA 98004']}",+14254535137,(425) 453-5137,1285.2530114059834,"300 112th Ave SE Bellevue, WA 98004"
"300 112th Ave SE Bellevue, WA 98004",46,cga2odsCYlH1tRxc_alsfw,the-french-bakery-bellevue-2,The French Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/7TX00WSlaoQlu612zmrpBQ/o.jpg,False,https://www.yelp.com/biz/the-french-bakery-bellevue-2?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,460,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 47.618234, 'longitude': -122.1912304}","['delivery', 'pickup']",$,"{'address1': '909 112th Ave NE', 'address2': 'Ste 106', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['909 112th Ave NE', 'Ste 106', 'Bellevue, WA 98004']}",+14255909640,(425) 590-9640,1162.2579107424312,"300 112th Ave SE Bellevue, WA 98004"
"300 112th Ave SE Bellevue, WA 98004",47,1tU6k6-x0j3zTUErMvQg7w,moghul-palace-indian-cuisine-bellevue,Moghul Palace Indian Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/h4Q1n_aouvddDK-qISNkiA/o.jpg,False,https://www.yelp.com/biz/moghul-palace-indian-cuisine-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,441,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'pakistani', 'title': 'Pakistani'}]",4.0,"{'latitude': 47.6162172, 'longitude': -122.1807079}","['delivery', 'pickup']",$$,"{'address1': '677 120th Ave NE', 'address2': 'Ste 7A', 'address3': '', 'city': 'Bellevue', 'zip_code': '98005', 'country': 'US', 'state': 'WA', 'display_address': ['677 120th Ave NE', 'Ste 7A', 'Bellevue, WA 98005']}",+14254511909,(425) 451-1909,1145.1228304981191,"300 112th Ave SE Bellevue, WA 98004"
"300 112th Ave SE Bellevue, WA 98004",48,5oEN43xSSh5iwT7clr5XMA,520-bar-and-grill-bellevue,520 Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/A_34SAg2PS1YzUloiL_vMw/o.jpg,False,https://www.yelp.com/biz/520-bar-and-grill-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,440,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 47.61027, 'longitude': -122.20439}",['delivery'],$$,"{'address1': '10146 Main St', 'address2': None, 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['10146 Main St', 'Bellevue, WA 98004']}",+14254500520,(425) 450-0520,1136.6990408218012,"300 112th Ave SE Bellevue, WA 98004"
"300 112th Ave SE Bellevue, WA 98004",49,grempm7OaF3ZE_3gtYgdAQ,peony-kitchen-bellevue,Peony Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/HlEYPzh0VFG3QacvCtR-VA/o.jpg,False,https://www.yelp.com/biz/peony-kitchen-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,424,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 47.6099294, 'longitude': -122.202827}","['delivery', 'pickup']",$$,"{'address1': '10317 Main St', 'address2': 'Ste 100', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['10317 Main St', 'Ste 100', 'Bellevue, WA 98004']}",+14255027652,(425) 502-7652,1018.9430030420589,"300 112th Ave SE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",0,ywXCcLbaf6yDfIm84QxZPQ,din-tai-fung-bellevue-4,Din Tai Fung,https://s3-media2.fl.yelpcdn.com/bphoto/c6Xc0D6bKVaLdcTEU9pSUw/o.jpg,False,https://www.yelp.com/biz/din-tai-fung-bellevue-4?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,3945,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,"{'latitude': 47.617195, 'longitude': -122.20059}","['restaurant_reservation', 'delivery']",$$,"{'address1': '700 Bellevue Way NE', 'address2': 'Ste 280', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['700 Bellevue Way NE', 'Ste 280', 'Bellevue, WA 98004']}",+14256981095,(425) 698-1095,609.1620283988738,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",1,vTeHclzyrWygJybfv0h5OA,facing-east-bellevue,Facing East,https://s3-media2.fl.yelpcdn.com/bphoto/e2iC80TpFxTq7vzKWNMXBQ/o.jpg,False,https://www.yelp.com/biz/facing-east-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,1893,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]",4.0,"{'latitude': 47.619749, 'longitude': -122.202793}","['delivery', 'pickup']",$$,"{'address1': '1075 Bellevue Way NE', 'address2': 'Ste B-2', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['1075 Bellevue Way NE', 'Ste B-2', 'Bellevue, WA 98004']}",+14256882986,(425) 688-2986,918.5055628104565,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",2,dO7WB-1iPb6CFc_f7t90pA,john-howie-steak-restaurant-bellevue-2,John Howie Steak Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/c8qOjdOHUwSglEUFDANjbQ/o.jpg,False,https://www.yelp.com/biz/john-howie-steak-restaurant-bellevue-2?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,1350,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 47.616897, 'longitude': -122.191211}",['delivery'],$$$$,"{'address1': '11111 NE 8th St', 'address2': 'Ste 125', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['11111 NE 8th St', 'Ste 125', 'Bellevue, WA 98004']}",+14254400880,(425) 440-0880,859.7579733819447,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",3,ybBJtVElvdr7tWub4sEFFw,maggianos-little-italy-bellevue,Maggiano's Little Italy,https://s3-media3.fl.yelpcdn.com/bphoto/QzkS2mifobKpX5Vu-1rHsQ/o.jpg,False,https://www.yelp.com/biz/maggianos-little-italy-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,1154,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"{'latitude': 47.6172, 'longitude': -122.20061}",['pickup'],$$,"{'address1': '10455 NE 8th St', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['10455 NE 8th St', 'Bellevue, WA 98004']}",+14255196476,(425) 519-6476,610.0156585118973,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",4,cn9ox-BRc2D45oWmp1egdg,mediterranean-kitchen-bellevue,Mediterranean Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/37KgPtlU6O7BnxnhsVJw3A/o.jpg,False,https://www.yelp.com/biz/mediterranean-kitchen-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,1029,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,"{'latitude': 47.6113559604462, 'longitude': -122.201761814933}","['delivery', 'pickup']",$$,"{'address1': '103 Bellevue Way NE', 'address2': 'Ste 103', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['103 Bellevue Way NE', 'Ste 103', 'Bellevue, WA 98004']}",+14254629422,(425) 462-9422,155.9070481916521,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",5,gHHDCn4g4KCKFbaMxjxS8g,daniels-broiler-bellevue-7,Daniel's Broiler,https://s3-media4.fl.yelpcdn.com/bphoto/yRy7cvvzC2p-vU-WUqSeMg/o.jpg,False,https://www.yelp.com/biz/daniels-broiler-bellevue-7?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,994,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 47.617784, 'longitude': -122.200176}","['delivery', 'pickup']",$$$,"{'address1': '10500 NE 8th St', 'address2': 'Fl 21', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['10500 NE 8th St', 'Fl 21', 'Bellevue, WA 98004']}",+14254624662,(425) 462-4662,672.2095577273936,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",6,3xZfgDIz--SSeVfmEXv6MA,sugar-factory-bellevue-2,Sugar Factory,https://s3-media3.fl.yelpcdn.com/bphoto/h_JFnpIAt0b3bE818acitA/o.jpg,False,https://www.yelp.com/biz/sugar-factory-bellevue-2?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,965,"[{'alias': 'candy', 'title': 'Candy Stores'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 47.61693, 'longitude': -122.19188}",['delivery'],$$$,"{'address1': '11111 NE 8th St', 'address2': 'Ste 120', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['11111 NE 8th St', 'Ste 120', 'Bellevue, WA 98004']}",+14254540313,(425) 454-0313,749.1395797132956,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",7,6wrvQqQwkeQnokD7kPX-rQ,earls-kitchen-bar-bellevue,Earls Kitchen + Bar,https://s3-media2.fl.yelpcdn.com/bphoto/mCspmLx7meMm2NaqxZg3zg/o.jpg,False,https://www.yelp.com/biz/earls-kitchen-bar-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,963,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.0,"{'latitude': 47.616346, 'longitude': -122.201261}","['delivery', 'pickup']",$$,"{'address1': '700 Bellevue Way NE', 'address2': 'Unit 130', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['700 Bellevue Way NE', 'Unit 130', 'Bellevue, WA 98004']}",+14254523275,(425) 452-3275,523.767187464,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",8,NuPKl9HvpYSr1g5hYBAQKA,seastar-restaurant-and-raw-bar-bellevue,Seastar Restaurant & Raw Bar,https://s3-media2.fl.yelpcdn.com/bphoto/dbT_4v27KHI2ky1-PxGwvQ/o.jpg,False,https://www.yelp.com/biz/seastar-restaurant-and-raw-bar-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,950,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]",4.0,"{'latitude': 47.612268, 'longitude': -122.196844}",['delivery'],$$$,"{'address1': '205 108th Ave NE', 'address2': 'Ste 100', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['205 108th Ave NE', 'Ste 100', 'Bellevue, WA 98004']}",+14254560010,(425) 456-0010,227.20993773711504,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",9,PzFJNls55DcBsWJOU2O0BQ,joey-bellevue-bellevue,JOEY Bellevue,https://s3-media3.fl.yelpcdn.com/bphoto/fjonimkpqkvtvRleoa1iWQ/o.jpg,False,https://www.yelp.com/biz/joey-bellevue-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,904,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]",3.5,"{'latitude': 47.6180555, 'longitude': -122.201304584742}",['delivery'],$$,"{'address1': '800 Bellevue Way NE', 'address2': 'Ste 118', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['800 Bellevue Way NE', 'Ste 118', 'Bellevue, WA 98004']}",+14256371177,(425) 637-1177,711.1305870379401,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",10,bygfqmZ37iyOO4IXdoCSxw,lunchbox-laboratory-bellevue,Lunchbox Laboratory,https://s3-media2.fl.yelpcdn.com/bphoto/iUeW6PnlHIfSGmWiZRU0WQ/o.jpg,False,https://www.yelp.com/biz/lunchbox-laboratory-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,815,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.0,"{'latitude': 47.6190119586719, 'longitude': -122.191321483655}","['delivery', 'pickup']",$$,"{'address1': '989 112th Ave NE', 'address2': 'Ste 105', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['989 112th Ave NE', 'Ste 105', 'Bellevue, WA 98004']}",+14255052676,(425) 505-2676,1026.3378895010253,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",11,FZd7JmrGq8FaOS2Wb3J9iQ,the-cheesecake-factory-bellevue,The Cheesecake Factory,https://s3-media4.fl.yelpcdn.com/bphoto/pgm8Hntu5hQBrT6XAExdHQ/o.jpg,False,https://www.yelp.com/biz/the-cheesecake-factory-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,811,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 47.6158390319557, 'longitude': -122.201966417479}",[],$$,"{'address1': '401 Bellevue Square', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['401 Bellevue Square', 'Bellevue, WA 98004']}",+14254506000,(425) 450-6000,484.24733476405777,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",12,LM28Dlj_2UVnv8wTCm8H_A,japonessa-sushi-cocina-bellevue-3,Japonessa Sushi Cocina,https://s3-media4.fl.yelpcdn.com/bphoto/y5LyujHYefaQexL0hSjRUQ/o.jpg,False,https://www.yelp.com/biz/japonessa-sushi-cocina-bellevue-3?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,810,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 47.61488967, 'longitude': -122.19963333}",['delivery'],$$,"{'address1': '500 Bellevue Way NE', 'address2': 'Ste 130', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['500 Bellevue Way NE', 'Ste 130', 'Bellevue, WA 98004']}",+14254541585,(425) 454-1585,308.96210442920915,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",13,uls9pCj4BseGfkxXfpAaeQ,hokkaido-ramen-santouka-bellevue-bellevue,Hokkaido Ramen Santouka - Bellevue,https://s3-media1.fl.yelpcdn.com/bphoto/6J_DNkERk0uOr6yLuUEALg/o.jpg,False,https://www.yelp.com/biz/hokkaido-ramen-santouka-bellevue-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,796,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 47.6113839, 'longitude': -122.20193}","['delivery', 'pickup']",$$,"{'address1': '103 Bellevue Way NE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['103 Bellevue Way NE', 'Bellevue, WA 98004']}",+14254620141,(425) 462-0141,167.28290113592328,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",14,_X8Gem2YA1s2crAJIwZCNg,cactus-restaurants-bellevue,Cactus Restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/UdrG5DsQz7VRf8Ny0V0fTw/o.jpg,False,https://www.yelp.com/biz/cactus-restaurants-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,779,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]",4.0,"{'latitude': 47.6168093, 'longitude': -122.202054}",['delivery'],$$,"{'address1': '535 Bellevue Sq', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['535 Bellevue Sq', 'Bellevue, WA 98004']}",+14254554321,(425) 455-4321,588.7054123779136,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",15,aMrtEaVWyMj9SlmNE7f4KA,tavern-hall-bellevue-2,Tavern Hall,https://s3-media3.fl.yelpcdn.com/bphoto/v4yvmKyMghh9NymG0aPlUQ/o.jpg,False,https://www.yelp.com/biz/tavern-hall-bellevue-2?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,741,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"{'latitude': 47.6166631589067, 'longitude': -122.201900290213}","['delivery', 'pickup']",$$,"{'address1': '505 Bellevue Sq', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['505 Bellevue Sq', 'Bellevue, WA 98004']}",+14254547500,(425) 454-7500,569.8363083981063,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",16,vmy0Csf5YEywg_geEA3tCA,ginza-bellevue,Ginza,https://s3-media4.fl.yelpcdn.com/bphoto/gOd_TgNxY_DxtbFBtE5Vtw/o.jpg,False,https://www.yelp.com/biz/ginza-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,737,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",3.5,"{'latitude': 47.60986, 'longitude': -122.20425}",['delivery'],$$,"{'address1': '103 102nd Ave SE', 'address2': '', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['103 102nd Ave SE', 'Bellevue, WA 98004']}",+14257097072,(425) 709-7072,402.710457801717,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",17,pLKi8-z4yj07mWoUj5Dfyw,fogo-de-chao-brazilian-steakhouse-bellevue-9,Fogo de Chao Brazilian Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/XUL6kJ5A-SLBTHSH4ZxRFQ/o.jpg,False,https://www.yelp.com/biz/fogo-de-chao-brazilian-steakhouse-bellevue-9?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,724,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 47.614539, 'longitude': -122.201278}",['delivery'],$$$,"{'address1': '440 Bellevue Way NE', 'address2': '', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['440 Bellevue Way NE', 'Bellevue, WA 98004']}",+14254504004,(425) 450-4004,330.75948294327685,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",18,gxsirnsHHzl6P6XNIvVfeg,13-coins-restaurant-bellevue,13 Coins Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/j14CTjyh0RtPe-dXiJeRkA/o.jpg,False,https://www.yelp.com/biz/13-coins-restaurant-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,715,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",3.0,"{'latitude': 47.6182823181152, 'longitude': -122.201026916504}","['delivery', 'pickup']",$$,"{'address1': '900 Bellevue Way NE', 'address2': 'Ste 100', 'address3': '', 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['900 Bellevue Way NE', 'Ste 100', 'Bellevue, WA 98004']}",+14254551313,(425) 455-1313,732.8342097712344,"208 106th Pl NE Bellevue, WA 98004"
"208 106th Pl NE Bellevue, WA 98004",19,62CCnonJjUrXv2WfN4N_xA,ascend-prime-steak-and-sushi-bellevue,Ascend Prime Steak & Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/On9iuiy0d9KNqj1G3xmPrQ/o.jpg,False,https://www.yelp.com/biz/ascend-prime-steak-and-sushi-bellevue?adjust_creative=hux0ZNwheysrJXQ_nURzIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hux0ZNwheysrJXQ_nURzIQ,710,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 47.614132, 'longitude': -122.200558}","['delivery', 'pickup']",$$$$,"{'address1': '10400 NE 4th St', 'address2': 'Ste 3100', 'address3': None, 'city': 'Bellevue', 'zip_code': '98004', 'country': 'US', 'state': 'WA', 'display_address': ['10400 NE 4th St', 'Ste 3100', 'Bellevue, WA 98004']}",+14256252080,(425) 625-2080,272.01181602456376,"208 106th Pl NE Bellevue, WA 98004"
